Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,PPI,Cpu brand,HDD,SSD,Gpu brand,OS
Lenovo,Notebook,8,2.2,17529,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,16,1.7,122490,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,1.6,100752,0,1,157.3505121487356,Intel Core i7,256,256,Nvidia,Windows
MSI,Gaming,8,2.2,58021,0,0,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
Lenovo,Gaming,4,2.4,53226,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Gaming,16,4.2,122490,0,1,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Dell,Gaming,8,2.62,52480,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,8,2.24,71341,0,0,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Vero,Notebook,4,1.22,10810,0,0,157.3505121487356,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,104961,1,1,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,51095,1,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Apple,Ultrabook,8,0.92,62071,0,1,226.41554716935852,Other Intel Processor,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,8,1.42,124142,1,1,209.8006828649808,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,1.63,15930,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,1.95,43156,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,71874,1,1,158.48253022174808,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.0,39373,0,0,141.21199808219862,Intel Core i3,0,256,AMD,Windows
HP,Workstation,8,3.14,110017,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.37,58554,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.29,79866,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.06,93186,1,0,282.42399616439724,Intel Core i5,0,256,Nvidia,Windows
Dell,Netbook,4,1.63,39640,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
HP,Netbook,8,1.26,74005,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,2.1,41558,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,2.04,33513,0,0,100.45466986113651,AMD Processor,2000,0,AMD,Windows
Dell,Gaming,16,2.62,89457,0,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,4,2.4,32447,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
HP,Gaming,12,3.74,93186,0,1,127.33567457123111,Intel Core i7,1000,0,AMD,Windows
MSI,Gaming,16,2.9,128671,0,0,127.33567457123111,Intel Core i7,512,512,Nvidia,Windows
Samsung,Ultrabook,8,0.81,79866,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,1.98,51202,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,42081,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.32,99047,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Razer,Ultrabook,16,1.29,95850,1,1,352.4651472131677,Intel Core i7,0,512,Intel,Windows
HP,Netbook,4,1.23,20512,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Dell,Gaming,16,4.36,133467,0,1,127.33567457123111,Intel Core i7,128,128,Nvidia,Windows
Dell,Notebook,4,1.76,40226,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.1,26101,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Toshiba,Ultrabook,4,1.25,58075,0,0,111.93520355955211,Intel Core i5,0,128,Intel,Windows
Lenovo,Ultrabook,8,1.13,133146,0,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,2.4,63882,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.13,99900,0,1,157.3505121487356,Intel Core i5,0,0,Intel,Windows
Toshiba,Notebook,4,1.75,26586,0,0,111.93520355955211,Other Intel Processor,0,128,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,72354,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.76,31168,0,0,111.93520355955211,Intel Core i3,500,0,Intel,Windows
Acer,Netbook,4,1.35,18914,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Acer,Notebook,8,1.5,32980,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,32,3.49,292986,1,0,254.67134914246222,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.1,111834,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.1,27652,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,8,1.7,63190,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.32,87912,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,3.21,147832,0,0,141.21199808219862,Intel Core i7,256,256,Nvidia,Windows
Asus,Gaming,16,2.9,128884,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Toshiba,Notebook,4,2.0,35644,0,0,100.45466986113651,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.5,17316,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Notebook,8,2.3,31435,0,0,141.21199808219862,Intel Core i5,128,0,Intel,Windows
Asus,Gaming,16,2.73,95850,0,0,127.33567457123111,Intel Core i7,512,512,Nvidia,Windows
Dell,Gaming,32,4.42,163723,0,1,127.33567457123111,Intel Core i7,512,512,Nvidia,Windows
HP,Notebook,8,2.63,48484,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,38041,0,0,100.45466986113651,Intel Core i5,0,128,Intel,Windows
HP,Ultrabook,8,1.54,99633,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,4,2.18,39373,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,2 in 1 Convertible,4,1.4,32767,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Ultrabook,8,1.45,54665,0,1,165.6321180513006,Intel Core i5,0,512,Nvidia,Windows
HP,2 in 1 Convertible,8,1.28,121318,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,78215,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,1.86,15930,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Others/No OS/Linux
Asus,Gaming,16,2.1,101178,0,0,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Dell,Notebook,8,2.83,46087,0,0,127.33567457123111,Intel Core i7,1000,0,AMD,Others/No OS/Linux
Lenovo,Ultrabook,8,1.96,101391,0,1,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.3,41931,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,50349,0,0,141.21199808219862,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.0,23922,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
HP,2 in 1 Convertible,8,1.28,136343,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.62,34578,1,0,165.6321180513006,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,24988,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,45323,0,1,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,1.84,71874,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Toshiba,Notebook,4,1.05,68464,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Lenovo,Gaming,8,2.5,54185,0,1,141.21199808219862,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,16,1.29,119347,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.07,48484,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,58341,0,0,117.82653006268643,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,103896,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,8,1.56,48058,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.23,94731,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.38,56210,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,25521,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Toshiba,Notebook,8,2.0,73952,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.44,39160,0,1,165.6321180513006,Intel Core i3,0,180,Intel,Windows
Samsung,Ultrabook,16,1.23,98514,0,0,146.86047800548656,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.6,90043,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,2.0,21258,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Xiaomi,Ultrabook,8,1.28,49816,0,1,165.6321180513006,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.18,48618,0,0,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
HP,Notebook,4,2.04,44701,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.28,90576,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,2.3,36486,1,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,4,1.65,18541,0,0,111.1413368676404,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,35644,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.2,19660,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,95850,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,24279,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Asus,Gaming,12,2.2,72988,0,0,127.33567457123111,Intel Core i5,128,128,Nvidia,Windows
Acer,Netbook,4,1.25,15824,0,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,2.8,20193,0,0,106.11306214269258,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,1.95,67399,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows
HP,2 in 1 Convertible,16,1.42,74538,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Samsung,Ultrabook,8,1.17,90522,0,0,146.86047800548656,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,95850,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.43,141138,0,1,254.67134914246222,Intel Core i7,512,512,Nvidia,Windows
Toshiba,Notebook,8,1.05,78588,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,8,2.62,49497,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,47952,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,32713,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Windows
Dell,Notebook,8,1.9,49816,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.24,107257,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,32,3.58,68145,0,1,127.33567457123111,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,87858,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.13,109170,0,1,157.3505121487356,Intel Core i7,0,0,Intel,Windows
Lenovo,Notebook,8,1.95,104588,0,1,141.21199808219862,Intel Core i5,0,512,Intel,Windows
LG,Ultrabook,16,1.08,111834,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
HP,Netbook,8,1.26,79014,0,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,2.2,19127,0,1,141.21199808219862,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.6,42037,0,1,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
LG,Ultrabook,8,0.98,101178,1,1,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,8,1.6,64202,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.09,165168,1,0,352.4651472131677,Other Intel Processor,0,240,Intel,Windows
Lenovo,Notebook,6,2.2,42037,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,2.04,54291,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,26586,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,4,1.44,46939,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows
HP,Notebook,8,1.49,51148,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.7,85194,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Dell,Gaming,16,2.6,71874,0,0,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
MSI,Gaming,8,2.2,59668,0,0,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
Dell,Notebook,4,2.18,36496,0,0,100.45466986113651,Intel Core i5,1000,0,AMD,Windows
HP,Ultrabook,8,1.84,69103,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.39,61218,1,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,16,2.4,105228,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.37,97236,1,1,165.6321180513006,Intel Core i5,0,512,Intel,Windows
Dell,Notebook,4,1.95,38889,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,87912,0,1,176.23257360658386,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.31,62071,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,37725,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,4,1.95,61218,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,16463,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Windows
HP,Ultrabook,4,1.26,84129,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.86,15392,0,0,100.45466986113651,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.3,95850,1,1,276.053530085501,Intel Core i7,0,1000,Intel,Windows
Toshiba,Notebook,4,1.47,58874,0,1,157.3505121487356,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,1.26,88924,0,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,29762,0,0,100.45466986113651,Intel Core i3,1000,0,Intel,Windows
MSI,Gaming,8,2.2,63882,0,0,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Dell,Ultrabook,8,1.36,87325,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.36,146946,0,0,169.78089942830815,Intel Core i7,512,512,Nvidia,Windows
HP,Gaming,8,2.75,74538,0,1,127.33567457123111,Intel Core i5,128,128,Nvidia,Windows
Asus,Notebook,4,2.8,28238,0,0,106.11306214269258,Other Intel Processor,1000,0,Nvidia,Windows
Acer,Notebook,4,2.23,32980,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,8,2.2,59620,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.1,69210,1,1,194.94753717542463,Other Intel Processor,0,256,Intel,Windows
Lenovo,Gaming,16,2.5,53226,0,1,141.21199808219862,AMD Processor,512,512,AMD,Windows
Dell,Ultrabook,8,1.36,78438,1,0,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,2.2,36496,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Dell,Notebook,4,2.36,35111,0,0,106.11306214269258,Intel Core i3,1000,0,AMD,Windows
Acer,Notebook,4,1.68,18594,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Workstation,8,2.0,119826,0,1,141.21199808219862,Intel Core i7,0,8,Nvidia,Windows
Dell,Ultrabook,8,1.36,94572,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.2,77788,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.2,61751,0,0,176.23257360658386,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,8,1.7,79333,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,4.36,168045,0,1,254.67134914246222,Intel Core i7,512,512,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.24,101178,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.45,41292,1,0,135.0942111925629,Other Intel Processor,0,256,Intel,Windows
Dell,Ultrabook,8,1.3,67559,0,0,276.053530085501,Intel Core i7,0,256,Intel,Windows
Acer,2 in 1 Convertible,4,1.25,20725,1,1,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Notebook,8,1.2,81784,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,93772,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,12,2.4,53759,0,0,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
Toshiba,Ultrabook,8,1.1,95371,1,0,176.23257360658386,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,2.04,45101,0,0,100.45466986113651,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,4,2.25,24808,0,0,100.45466986113651,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Dell,Notebook,4,1.9,43956,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.04,36496,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,32,4.42,167778,0,1,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,37029,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,101178,1,0,276.053530085501,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.5,104587,1,0,209.8006828649808,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,32,4.42,149184,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Toshiba,Notebook,8,1.95,62870,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.73,109218,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
HP,Notebook,8,2.04,52161,0,1,141.21199808219862,Intel Core i5,128,128,Nvidia,Windows
Lenovo,Notebook,4,1.7,53386,0,0,111.93520355955211,Intel Core i5,0,0,Intel,Windows
Asus,2 in 1 Convertible,16,2.3,95850,1,0,282.42399616439724,Intel Core i7,512,512,Nvidia,Windows
HP,Notebook,6,2.04,30849,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,2.99,93186,0,0,127.33567457123111,Intel Core i7,256,256,Nvidia,Windows
Dell,2 in 1 Convertible,12,2.19,69210,1,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,4,1.2,63669,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Lenovo,Notebook,6,2.2,29250,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Fujitsu,Notebook,4,2.3,34578,0,0,100.45466986113651,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,1.75,48751,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.25,31914,0,0,100.45466986113651,Intel Core i5,500,0,AMD,Windows
HP,Notebook,8,2.04,42943,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Gaming,8,2.5,63349,0,1,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
Dell,Notebook,8,2.36,39906,0,0,100.45466986113651,Intel Core i7,1000,0,AMD,Windows
Dell,Notebook,8,1.6,59620,0,0,157.3505121487356,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,0.97,101658,0,0,176.23257360658386,Other Intel Processor,0,512,Intel,Windows
HP,Notebook,4,2.1,26586,0,0,141.21199808219862,Intel Core i3,128,128,AMD,Windows
Lenovo,Notebook,4,1.9,14418,0,0,100.45466986113651,Other Intel Processor,0,128,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.3,71874,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.68,47365,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,1.4,61272,0,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.11,71874,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.4,20246,0,0,100.45466986113651,Other Intel Processor,500,0,Intel,Windows
Asus,Gaming,16,2.5,95850,0,0,141.21199808219862,Intel Core i7,256,256,Nvidia,Windows
HP,Ultrabook,8,1.48,111301,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,8,2.7,67132,0,1,141.21199808219862,Intel Core i7,128,128,Nvidia,Windows
HP,Notebook,8,1.34,63349,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,29144,0,0,100.45466986113651,Intel Core i3,0,128,Intel,Windows
HP,Notebook,4,1.64,41505,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,4,1.2,63669,0,0,165.6321180513006,Intel Core i5,0,128,Intel,Windows
HP,Notebook,4,1.48,58607,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.95,64202,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.43,77202,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.64,55904,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,36443,0,0,111.93520355955211,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,8,2.65,50562,0,0,141.21199808219862,Intel Core i5,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,81997,0,0,176.23257360658386,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.48,84715,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,100550,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.49,42624,0,0,117.82653006268643,Intel Core i3,500,0,Intel,Windows
Toshiba,Notebook,8,1.5,64468,0,0,117.82653006268643,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,41025,0,0,100.45466986113651,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,16,2.4,158135,0,1,254.67134914246222,Intel Core i7,0,512,Nvidia,Windows
Toshiba,Notebook,8,1.47,79387,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,118761,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,42410,1,1,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,84715,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.11,61218,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,63159,0,0,157.3505121487356,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.09,55754,0,0,141.21199808219862,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,4,1.26,83063,0,0,125.36742798669837,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.31,63349,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.95,56476,0,0,111.93520355955211,Intel Core i5,500,0,Intel,Windows
Dell,Ultrabook,8,1.29,86526,1,0,276.053530085501,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.63,57542,0,0,127.33567457123111,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,51841,0,0,111.93520355955211,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,6,2.1,21791,0,0,100.45466986113651,AMD Processor,1000,0,AMD,Windows
MSI,Gaming,8,2.7,63499,0,0,127.33567457123111,Intel Core i7,128,128,Nvidia,Windows
HP,Notebook,8,1.95,63669,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.84,65480,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
HP,Ultrabook,8,1.26,71874,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.04,39533,0,0,100.45466986113651,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.47,91908,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.09,56633,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,53839,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.8,45128,1,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Vero,Notebook,2,1.45,11231,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Toshiba,Notebook,16,2.4,75924,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,55922,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.54,53280,0,0,157.3505121487356,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,1.84,112065,0,0,141.21199808219862,Intel Core i5,256,256,Intel,Windows
HP,Notebook,8,1.43,78268,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
